description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Rune Cycle - El	1			100					1	y24							y25																																																																																							0	0
Rune Cycle - El	1			100					1	y25							y26																																																																																							0	0
Rune Cycle - El	1			100					1	y26							y27																																																																																							0	0
Rune Cycle - El	1			100					1	y27							y28																																																																																							0	0
Rune Cycle - El	1			100					1	y28							y29																																																																																							0	0
Rune Cycle - El	1			100					1	y29							y30																																																																																							0	0
Rune Cycle - El	1			100					1	y30							y31																																																																																							0	0
Rune Cycle - El	1			100					1	y31							y32																																																																																							0	0
Rune Cycle - El	1			100					1	y32							y33																																																																																							0	0
Rune Cycle - El	1			100					1	y33							y34																																																																																							0	0
Rune Cycle - El	1			100					1	y34							y35																																																																																							0	0
Rune Cycle - El	1			100					1	y35							y36																																																																																							0	0
Rune Cycle - El	1			100					1	y36							y37																																																																																							0	0
Rune Cycle - El	1			100					1	y37							y38																																																																																							0	0
Rune Cycle - El	1			100					1	y38							y39																																																																																							0	0
Rune Cycle - El	1			100					1	y39							y40																																																																																							0	0
Rune Cycle - El	1			100					1	y40							y41																																																																																							0	0
Rune Cycle - El	1			100					1	y41							y09																																																																																							0	0
Add Gem x1	1			100					2	y01	gem						useitem				GB-Total			1	1																																																																															0	0
Add Gem x2	1			100					3	y01	"gem,qty=2"						useitem				GB-Total			2	2																																																																															0	0
Add Gem x3	1			100					4	y01	"gem,qty=3"						useitem				GB-Total			3	3																																																																															0	0
Add Gem x4	1			100					5	y01	"gem,qty=4"						useitem				GB-Total			4	4																																																																															0	0
Add Gem x5	1			100					6	y01	"gem,qty=5"						useitem				GB-Total			5	5																																																																															0	0
Add Gem x6	1			100					7	y01	"gem,qty=6"						useitem				GB-Total			6	6																																																																															0	0
Add Gem x7	1			100					8	y01	"gem,qty=7"						useitem				GB-Total			7	7																																																																															0	0
Add Gem x8	1			100					9	y01	"gem,qty=8"						useitem				GB-Total			8	8																																																																															0	0
Add Gem x9	1			100					10	y01	"gem,qty=9"						useitem				GB-Total			9	9																																																																															0	0
Add Gem x10	1			100					11	y01	"gem,qty=10"						useitem				GB-Total			10	10																																																																															0	0
Add Gem x11	1			100					12	y01	"gem,qty=11"						useitem				GB-Total			11	11																																																																															0	0
Add Gem x12	1			100					13	y01	"gem,qty=12"						useitem				GB-Total			12	12																																																																															0	0
Add Gem x13	1			100					14	y01	"gem,qty=13"						useitem				GB-Total			13	13																																																																															0	0
Add Gem x14	1			100					15	y01	"gem,qty=14"						useitem				GB-Total			14	14																																																																															0	0
Add Gem x15	1			100					16	y01	"gem,qty=15"						useitem				GB-Total			15	15																																																																															0	0
Add Gem x16	1			100					17	y01	"gem,qty=16"						useitem				GB-Total			16	16																																																																															0	0
Add Gem x17	1			100					18	y01	"gem,qty=17"						useitem				GB-Total			17	17																																																																															0	0
Add Gem x18	1			100					19	y01	"gem,qty=18"						useitem				GB-Total			18	18																																																																															0	0
Add Gem x19	1			100					20	y01	"gem,qty=19"						useitem				GB-Total			19	19																																																																															0	0
Add Gem x20	1			100					21	y01	"gem,qty=20"						useitem				GB-Total			20	20																																																																															0	0
Add Gem x21	1			100					22	y01	"gem,qty=21"						useitem				GB-Total			21	21																																																																															0	0
Add Gem x22	1			100					23	y01	"gem,qty=22"						useitem				GB-Total			22	22																																																																															0	0
Add Gem x23	1			100					24	y01	"gem,qty=23"						useitem				GB-Total			23	23																																																																															0	0
Add Gem x24	1			100					25	y01	"gem,qty=24"						useitem				GB-Total			24	24																																																																															0	0
Add Gem x25	1			100					26	y01	"gem,qty=25"						useitem				GB-Total			25	25																																																																															0	0
Add Gem x26	1			100					27	y01	"gem,qty=26"						useitem				GB-Total			26	26																																																																															0	0
Add Gem x27	1			100					28	y01	"gem,qty=27"						useitem				GB-Total			27	27																																																																															0	0
Add Gem x28	1			100					29	y01	"gem,qty=28"						useitem				GB-Total			28	28																																																																															0	0
Add Gem x29	1			100					30	y01	"gem,qty=29"						useitem				GB-Total			29	29																																																																															0	0
Add Gem x30	1			100					31	y01	"gem,qty=30"						useitem				GB-Total			30	30																																																																															0	0
Add Gem x31	1			100					32	y01	"gem,qty=31"						useitem				GB-Total			31	31																																																																															0	0
Add Gem x32	1			100					33	y01	"gem,qty=32"						useitem				GB-Total			32	32																																																																															0	0
Add Gem x33	1			100					34	y01	"gem,qty=33"						useitem				GB-Total			33	33																																																																															0	0
Add Gem x34	1			100					35	y01	"gem,qty=34"						useitem				GB-Total			34	34																																																																															0	0
Add Gem x35	1			100					36	y01	"gem,qty=35"						useitem				GB-Total			35	35																																																																															0	0
Add Gem x36	1			100					37	y01	"gem,qty=36"						useitem				GB-Total			36	36																																																																															0	0
Add Gem x37	1			100					38	y01	"gem,qty=37"						useitem				GB-Total			37	37																																																																															0	0
Add Gem x38	1			100					39	y01	"gem,qty=38"						useitem				GB-Total			38	38																																																																															0	0
Add Gem x39	1			100					40	y01	"gem,qty=39"						useitem				GB-Total			39	39																																																																															0	0
Add Gem x40	1			100					41	y01	"gem,qty=40"						useitem				GB-Total			40	40																																																																															0	0
Add Gem x41	1			100					42	y01	"gem,qty=41"						useitem				GB-Total			41	41																																																																															0	0
Add Gem x42	1			100					43	y01	"gem,qty=42"						useitem				GB-Total			42	42																																																																															0	0
Add Gem x43	1			100					44	y01	"gem,qty=43"						useitem				GB-Total			43	43																																																																															0	0
Add Gem x44	1			100					45	y01	"gem,qty=44"						useitem				GB-Total			44	44																																																																															0	0
Add Gem x45	1			100					46	y01	"gem,qty=45"						useitem				GB-Total			45	45																																																																															0	0
Add Gem x46	1			100					47	y01	"gem,qty=46"						useitem				GB-Total			46	46																																																																															0	0
Add Gem x47	1			100					48	y01	"gem,qty=47"						useitem				GB-Total			47	47																																																																															0	0
Add Gem x48	1			100					49	y01	"gem,qty=48"						useitem				GB-Total			48	48																																																																															0	0
Add Gem x49	1			100					50	y01	"gem,qty=49"						useitem				GB-Total			49	49																																																																															0	0
Add Gem x50	1			100					51	y01	"gem,qty=50"						useitem				GB-Total			50	50																																																																															0	0
Remove Gem - Amethyst	1			100	15	361	1		2	y01	y02						useitem				GB-Total			-1	-1																					y02																													gpv																													0	0
Remove Gem - Topaz	1			100	15	361	1		2	y01	y03						useitem				GB-Total			-1	-1																					y03																													gpy																													0	0
Remove Gem - Sapphire	1			100	15	361	1		2	y01	y04						useitem				GB-Total			-1	-1																					y04																													gpb																													0	0
Remove Gem - Emerald	1			100	15	361	1		2	y01	y05						useitem				GB-Total			-1	-1																					y05																													gpg																													0	0
Remove Gem - Ruby	1			100	15	361	1		2	y01	y06						useitem				GB-Total			-1	-1																					y06																													gpr																													0	0
Remove Gem - Diamond	1			100	15	361	1		2	y01	y07						useitem				GB-Total			-1	-1																					y07																													gpw																													0	0
Remove Gem - Skull	1			100	15	361	1		2	y01	y08						useitem				GB-Total			-1	-1																					y08																													skz																													0	0
Add Key - Terror	1			100					2	y01	pk1						useitem				KB-Terror			1	1																																																																															0	0
Add Key - Terror x2	1			100					3	y01	"pk1,qty=2"						useitem				KB-Terror			2	2																																																																															0	0
Add Key - Terror x3	1			100					4	y01	"pk1,qty=3"						useitem				KB-Terror			3	3																																																																															0	0
Add Key - Terror x4	1			100					5	y01	"pk1,qty=4"						useitem				KB-Terror			4	4																																																																															0	0
Add Key - Terror x5	1			100					6	y01	"pk1,qty=5"						useitem				KB-Terror			5	5																																																																															0	0
Add Key - Terror x6	1			100					7	y01	"pk1,qty=6"						useitem				KB-Terror			6	6																																																																															0	0
Add Key - Terror x7	1			100					8	y01	"pk1,qty=7"						useitem				KB-Terror			7	7																																																																															0	0
Add Key - Terror x8	1			100					9	y01	"pk1,qty=8"						useitem				KB-Terror			8	8																																																																															0	0
Add Key - Terror x9	1			100					10	y01	"pk1,qty=9"						useitem				KB-Terror			9	9																																																																															0	0
Add Key - Terror x10	1			100					11	y01	"pk1,qty=10"						useitem				KB-Terror			10	10																																																																															0	0
Add Key - Hate	1			100					2	y01	pk2						useitem				KB-Hate			1	1																																																																															0	0
Add Key - Hate x2	1			100					3	y01	"pk2,qty=2"						useitem				KB-Hate			2	2																																																																															0	0
Add Key - Hate x3	1			100					4	y01	"pk2,qty=3"						useitem				KB-Hate			3	3																																																																															0	0
Add Key - Hate x4	1			100					5	y01	"pk2,qty=4"						useitem				KB-Hate			4	4																																																																															0	0
Add Key - Hate x5	1			100					6	y01	"pk2,qty=5"						useitem				KB-Hate			5	5																																																																															0	0
Add Key - Hate x6	1			100					7	y01	"pk2,qty=6"						useitem				KB-Hate			6	6																																																																															0	0
Add Key - Hate x7	1			100					8	y01	"pk2,qty=7"						useitem				KB-Hate			7	7																																																																															0	0
Add Key - Hate x8	1			100					9	y01	"pk2,qty=8"						useitem				KB-Hate			8	8																																																																															0	0
Add Key - Hate x9	1			100					10	y01	"pk2,qty=9"						useitem				KB-Hate			9	9																																																																															0	0
Add Key - Hate x10	1			100					11	y01	"pk2,qty=10"						useitem				KB-Hate			10	10																																																																															0	0
Add Key - Destruction	1			100					2	y01	pk3						useitem				KB-Dest			1	1																																																																															0	0
Add Key - Destruction x2	1			100					3	y01	"pk3,qty=2"						useitem				KB-Dest			2	2																																																																															0	0
Add Key - Destruction x3	1			100					4	y01	"pk3,qty=3"						useitem				KB-Dest			3	3																																																																															0	0
Add Key - Destruction x4	1			100					5	y01	"pk3,qty=4"						useitem				KB-Dest			4	4																																																																															0	0
Add Key - Destruction x5	1			100					6	y01	"pk3,qty=5"						useitem				KB-Dest			5	5																																																																															0	0
Add Key - Destruction x6	1			100					7	y01	"pk3,qty=6"						useitem				KB-Dest			6	6																																																																															0	0
Add Key - Destruction x7	1			100					8	y01	"pk3,qty=7"						useitem				KB-Dest			7	7																																																																															0	0
Add Key - Destruction x8	1			100					9	y01	"pk3,qty=8"						useitem				KB-Dest			8	8																																																																															0	0
Add Key - Destruction x9	1			100					10	y01	"pk3,qty=9"						useitem				KB-Dest			9	9																																																																															0	0
Add Key - Destruction x10	1			100					11	y01	"pk3,qty=10"						useitem				KB-Dest			10	10																																																																															0	0
Remove Key - Terror	1			100	15	365	1		2	y01	y42						useitem				KB-Terror			-1	-1																					y42																													pk1																													0	0
Remove Key - Hate	1			100	15	366	1		2	y01	y43						useitem				KB-Hate			-1	-1																					y43																													pk2																													0	0
Remove Key - Destruction	1			100	15	367	1		2	y01	y44						useitem				KB-Dest			-1	-1																					y44																													pk3																													0	0
Remove Organ - Diablo	1			100	15	368	1		2	y01	y45						useitem				OB-Diablo			-1	-1																					y45																													dhn																													0	0
Remove Organ - Baal	1			100	15	369	1		2	y01	y46						useitem				OB-Baal			-1	-1																					y46																													bey																													0	0
Remove Organ - Mephisto	1			100	15	370	1		2	y01	y47						useitem				OB-Meph			-1	-1																					y47																													mbr																													0	0
Cycle Gem Remover - Amethyst	1			100					1	y02							y03																																																																																							0	0
Cycle Gem Remover - Amethyst	1			100					1	y03							y04																																																																																							0	0
Cycle Gem Remover - Amethyst	1			100					1	y04							y05																																																																																							0	0
Cycle Gem Remover - Amethyst	1			100					1	y05							y06																																																																																							0	0
Cycle Gem Remover - Amethyst	1			100					1	y06							y07																																																																																							0	0
Cycle Gem Remover - Amethyst	1			100					1	y07							y08																																																																																							0	0
Cycle Gem Remover - Amethyst	1			100					1	y08							y02																																																																																							0	0
Add Organ - Diablo	1			100					2	y01	dhn						useitem				OB-Diablo			1	1																																																																															0	0
Add Organ - Diablo x2	1			100					3	y01	"dhn,qty=2"						useitem				OB-Diablo			2	2																																																																															0	0
Add Organ - Diablo x3	1			100					4	y01	"dhn,qty=3"						useitem				OB-Diablo			3	3																																																																															0	0
Add Organ - Diablo x4	1			100					5	y01	"dhn,qty=4"						useitem				OB-Diablo			4	4																																																																															0	0
Add Organ - Diablo x5	1			100					6	y01	"dhn,qty=5"						useitem				OB-Diablo			5	5																																																																															0	0
Add Organ - Diablo x6	1			100					7	y01	"dhn,qty=6"						useitem				OB-Diablo			6	6																																																																															0	0
Add Organ - Diablo x7	1			100					8	y01	"dhn,qty=7"						useitem				OB-Diablo			7	7																																																																															0	0
Add Organ - Diablo x8	1			100					9	y01	"dhn,qty=8"						useitem				OB-Diablo			8	8																																																																															0	0
Add Organ - Diablo x9	1			100					10	y01	"dhn,qty=9"						useitem				OB-Diablo			9	9																																																																															0	0
Add Organ - Diablo x10	1			100					11	y01	"dhn,qty=10"						useitem				OB-Diablo			10	10																																																																															0	0
Add Organ - Baal	1			100					2	y01	bey						useitem				OB-Baal			1	1																																																																															0	0
Add Organ - Baal x2	1			100					3	y01	"bey,qty=2"						useitem				OB-Baal			2	2																																																																															0	0
Add Organ - Baal x3	1			100					4	y01	"bey,qty=3"						useitem				OB-Baal			3	3																																																																															0	0
Add Organ - Baal x4	1			100					5	y01	"bey,qty=4"						useitem				OB-Baal			4	4																																																																															0	0
Add Organ - Baal x5	1			100					6	y01	"bey,qty=5"						useitem				OB-Baal			5	5																																																																															0	0
Add Organ - Baal x6	1			100					7	y01	"bey,qty=6"						useitem				OB-Baal			6	6																																																																															0	0
Add Organ - Baal x7	1			100					8	y01	"bey,qty=7"						useitem				OB-Baal			7	7																																																																															0	0
Add Organ - Baal x8	1			100					9	y01	"bey,qty=8"						useitem				OB-Baal			8	8																																																																															0	0
Add Organ - Baal x9	1			100					10	y01	"bey,qty=9"						useitem				OB-Baal			9	9																																																																															0	0
Add Organ - Baal x10	1			100					11	y01	"bey,qty=10"						useitem				OB-Baal			10	10																																																																															0	0
Add Organ - Mephisto	1			100					2	y01	mbr						useitem				OB-Meph			1	1																																																																															0	0
Add Organ - Mephisto x2	1			100					3	y01	"mbr,qty=2"						useitem				OB-Meph			2	2																																																																															0	0
Add Organ - Mephisto x3	1			100					4	y01	"mbr,qty=3"						useitem				OB-Meph			3	3																																																																															0	0
Add Organ - Mephisto x4	1			100					5	y01	"mbr,qty=4"						useitem				OB-Meph			4	4																																																																															0	0
Add Organ - Mephisto x5	1			100					6	y01	"mbr,qty=5"						useitem				OB-Meph			5	5																																																																															0	0
Add Organ - Mephisto x6	1			100					7	y01	"mbr,qty=6"						useitem				OB-Meph			6	6																																																																															0	0
Add Organ - Mephisto x7	1			100					8	y01	"mbr,qty=7"						useitem				OB-Meph			7	7																																																																															0	0
Add Organ - Mephisto x8	1			100					9	y01	"mbr,qty=8"						useitem				OB-Meph			8	8																																																																															0	0
Add Organ - Mephisto x9	1			100					10	y01	"mbr,qty=9"						useitem				OB-Meph			9	9																																																																															0	0
Add Organ - Mephisto x10	1			100					11	y01	"mbr,qty=10"						useitem				OB-Meph			10	10																																																																															0	0
Key Cycle - Terror	1			100					1	y42							y43																																																																																							0	0
Key Cycle - Hate	1			100					1	y43							y44																																																																																							0	0
Key Cycle - Destruction	1			100					1	y44							y45																																																																																							0	0
Organ Cycle - Diablo	1			100					1	y45							y46																																																																																							0	0
Organ Cycle - Baal	1			100					1	y46							y47																																																																																							0	0
Organ Cycle - Mephisto	1			100					1	y47							y42																																																																																							0	0
Rune Convert - Low -> Mid	1			100	15	362	2048		2	y01	y48						useitem				RB-Low			-2048	-2048	RB-Mid			1	1																y48																																																										0	0
Rune Convert - Mid -> High	1			100	15	363	2048		2	y01	y49						useitem				RB-Mid			-2048	-2048	RB-High			1	1																y49																																																										0	0
Rune Convert - Low <- Mid	1			100	15	363	1		2	y01	y50						useitem				RB-Low			2048	2048	RB-Mid			-1	-1																y50																																																										0	0
Rune Convert - Mid <- High	1			100	15	364	1		2	y01	y51						useitem				RB-Mid			2048	2048	RB-High			-1	-1																y51																																																										0	0
Rune Convert Cycle	1			100					1	y48							y49																																																																																							0	0
Rune Convert Cycle	1			100					1	y49							y50																																																																																							0	0
Rune Convert Cycle	1			100					1	y50							y51																																																																																							0	0
Rune Convert Cycle	1			100					1	y51							y48																																																																																							0	0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
																																																																																																									0
