ItemType	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	*skillID	*CTC	UICategory	RunewordCategory1	RunewordCategory2	Restricted
k450	k450			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev54				
k451	k451			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev55				
k452	k452			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev56				
k453	k453			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev57				
k454	k454			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev58				
k455	k455			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev59				
k456	k456			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev60				
k457	k457			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev61				
k458	k458			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev62				
k459	k459			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 319 lev63				
k460	k460			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev0				
k461	k461			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev1				
k462	k462			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev2				
k463	k463			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev3				
k464	k464			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev4				
k465	k465			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev5				
k466	k466			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev6				
k467	k467			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev7				
k468	k468			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev8				
k469	k469			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev9				
k470	k470			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev10				
k471	k471			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev11				
k472	k472			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev12				
k473	k473			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev13				
k474	k474			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev14				
k475	k475			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev15				
k476	k476			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev16				
k477	k477			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev17				
k478	k478			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev18				
k479	k479			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev19				
k480	k480			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev20				
k481	k481			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev21				
k482	k482			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev22				
k483	k483			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev23				
k484	k484			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev24				
k485	k485			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev25				
k486	k486			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev26				
k487	k487			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev27				
k488	k488			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev28				
k489	k489			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev29				
k490	k490			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev30				
k491	k491			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev31				
k492	k492			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev32				
k493	k493			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev33				
k494	k494			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev34				
k495	k495			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev35				
k496	k496			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev36				
k497	k497			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev37				
k498	k498			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev38				
k499	k499			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev39				
k500	k500			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev40				
k501	k501			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev41				
k502	k502			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev42				
k503	k503			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev43				
k504	k504			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev44				
k505	k505			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev45				
k506	k506			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev46				
k507	k507			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev47				
k508	k508			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev48				
k509	k509			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev49				
k510	k510			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev50				
k511	k511			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev51				
k512	k512			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev52				
k513	k513			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev53				
k514	k514			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev54				
k515	k515			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev55				
k516	k516			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev56				
k517	k517			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev57				
k518	k518			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev58				
k519	k519			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev59				
k520	k520			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev60				
k521	k521			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev61				
k522	k522			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev62				
k523	k523			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 320 lev63				
k524	k524			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev0				
k525	k525			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev1				
k526	k526			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev2				
k527	k527			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev3				
k528	k528			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev4				
k529	k529			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev5				
k530	k530			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev6				
k531	k531			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev7				
k532	k532			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev8				
k533	k533			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev9				
k534	k534			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev10				
k535	k535			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev11				
k536	k536			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev12				
k537	k537			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev13				
k538	k538			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev14				
k539	k539			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev15				
k540	k540			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev16				
k541	k541			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev17				
k542	k542			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev18				
k543	k543			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev19				
k544	k544			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev20				
k545	k545			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev21				
k546	k546			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev22				
k547	k547			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev23				
k548	k548			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev24				
k549	k549			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev25				
k550	k550			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev26				
k551	k551			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev27				
k552	k552			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev28				
k553	k553			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev29				
k554	k554			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev30				
k555	k555			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev31				
k556	k556			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev32				
k557	k557			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev33				
k558	k558			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev34				
k559	k559			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev35				
k560	k560			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev36				
k561	k561			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev37				
k562	k562			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev38				
k563	k563			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev39				
k564	k564			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev40				
k565	k565			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev41				
k566	k566			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev42				
k567	k567			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev43				
k568	k568			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev44				
k569	k569			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev45				
k570	k570			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev46				
k571	k571			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev47				
k572	k572			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev48				
k573	k573			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev49				
k574	k574			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev50				
k575	k575			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev51				
k576	k576			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev52				
k577	k577			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev53				
k578	k578			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev54				
k579	k579			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev55				
k580	k580			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev56				
k581	k581			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev57				
k582	k582			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev58				
k583	k583			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev59				
k584	k584			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev60				
k585	k585			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev61				
k586	k586			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev62				
k587	k587			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 321 lev63				
k588	k588			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev0				
k589	k589			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev1				
k590	k590			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev2				
k591	k591			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev3				
k592	k592			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev4				
k593	k593			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev5				
k594	k594			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev6				
k595	k595			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev7				
k596	k596			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev8				
k597	k597			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev9				
k598	k598			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev10				
k599	k599			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev11				
k600	k600			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev12				
k601	k601			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev13				
k602	k602			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev14				
k603	k603			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev15				
k604	k604			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev16				
k605	k605			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev17				
k606	k606			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev18				
k607	k607			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev19				
k608	k608			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev20				
k609	k609			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev21				
k610	k610			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev22				
k611	k611			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev23				
k612	k612			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev24				
k613	k613			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev25				
k614	k614			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev26				
k615	k615			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev27				
k616	k616			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev28				
k617	k617			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev29				
k618	k618			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev30				
k619	k619			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev31				
k620	k620			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev32				
k621	k621			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev33				
k622	k622			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev34				
k623	k623			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev35				
k624	k624			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev36				
k625	k625			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev37				
k626	k626			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev38				
k627	k627			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev39				
k628	k628			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev40				
k629	k629			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev41				
k630	k630			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev42				
k631	k631			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev43				
k632	k632			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev44				
k633	k633			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev45				
k634	k634			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev46				
k635	k635			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev47				
k636	k636			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev48				
k637	k637			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev49				
k638	k638			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev50				
k639	k639			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev51				
k640	k640			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev52				
k641	k641			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev53				
k642	k642			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev54				
k643	k643			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev55				
k644	k644			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev56				
k645	k645			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev57				
k646	k646			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev58				
k647	k647			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev59				
k648	k648			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev60				
k649	k649			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev61				
k650	k650			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev62				
k651	k651			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 322 lev63				
k652	k652			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev0				
k653	k653			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev1				
k654	k654			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev2				
k655	k655			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev3				
k656	k656			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev4				
k657	k657			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev5				
k658	k658			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev6				
k659	k659			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev7				
k660	k660			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev8				
k661	k661			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev9				
k662	k662			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev10				
k663	k663			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev11				
k664	k664			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev12				
k665	k665			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev13				
k666	k666			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev14				
k667	k667			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev15				
k668	k668			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev16				
k669	k669			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev17				
k670	k670			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev18				
k671	k671			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev19				
k672	k672			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev20				
k673	k673			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev21				
k674	k674			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev22				
k675	k675			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev23				
k676	k676			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev24				
k677	k677			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev25				
k678	k678			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev26				
k679	k679			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev27				
k680	k680			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev28				
k681	k681			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev29				
k682	k682			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev30				
k683	k683			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev31				
k684	k684			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev32				
k685	k685			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev33				
k686	k686			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev34				
k687	k687			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev35				
k688	k688			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev36				
k689	k689			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev37				
k690	k690			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev38				
k691	k691			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev39				
k692	k692			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev40				
k693	k693			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev41				
k694	k694			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev42				
k695	k695			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev43				
k696	k696			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev44				
k697	k697			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev45				
k698	k698			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev46				
k699	k699			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev47				
k700	k700			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev48				
k701	k701			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev49				
k702	k702			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev50				
k703	k703			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev51				
k704	k704			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev52				
k705	k705			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev53				
k706	k706			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev54				
k707	k707			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev55				
k708	k708			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev56				
k709	k709			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev57				
k710	k710			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev58				
k711	k711			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev59				
k712	k712			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev60				
k713	k713			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev61				
