description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Add Rune - Ohm	1				100					2	y01	r27						useitem				RB-High			16	16																																																																															0
Add Rune - Lo	1				100					2	y01	r28						useitem				RB-High			32	32																																																																															0
Add Rune - Sur	1				100					2	y01	r29						useitem				RB-High			64	64																																																																															0
Add Rune - Ber	1				100					2	y01	r30						useitem				RB-High			128	128																																																																															0
Add Rune - Jah	1				100					2	y01	r31						useitem				RB-High			256	256																																																																															0
Add Rune - Cham	1				100					2	y01	r32						useitem				RB-High			512	512																																																																															0
Add Rune - Zod	1				100					2	y01	r33						useitem				RB-High			1024	1024																																																																															0
Add Rune - El x2	1				100					3	y01	"r01,qty=2"						useitem				RB-Low			2	2																																																																															0
Add Rune - Eld x2	1				100					3	y01	"r02,qty=2"						useitem				RB-Low			4	4																																																																															0
Add Rune - Tir x2	1				100					3	y01	"r03,qty=2"						useitem				RB-Low			8	8																																																																															0
Add Rune - Nef x2	1				100					3	y01	"r04,qty=2"						useitem				RB-Low			16	16																																																																															0
Add Rune - Eth x2	1				100					3	y01	"r05,qty=2"						useitem				RB-Low			32	32																																																																															0
Add Rune - Ith x2	1				100					3	y01	"r06,qty=2"						useitem				RB-Low			64	64																																																																															0
Add Rune - Tal x2	1				100					3	y01	"r07,qty=2"						useitem				RB-Low			128	128																																																																															0
Add Rune - Ral x2	1				100					3	y01	"r08,qty=2"						useitem				RB-Low			256	256																																																																															0
Add Rune - Ort x2	1				100					3	y01	"r09,qty=2"						useitem				RB-Low			512	512																																																																															0
Add Rune - Thul x2	1				100					3	y01	"r10,qty=2"						useitem				RB-Low			1024	1024																																																																															0
Add Rune - Amn x2	1				100					3	y01	"r11,qty=2"						useitem				RB-Low			2048	2048																																																																															0
Add Rune - Sol x2	1				100					3	y01	"r12,qty=2"						useitem				RB-Mid			2	2																																																																															0
Add Rune - Shael x2	1				100					3	y01	"r13,qty=2"						useitem				RB-Mid			4	4																																																																															0
Add Rune - Dol x2	1				100					3	y01	"r14,qty=2"						useitem				RB-Mid			8	8																																																																															0
Add Rune - Hel x2	1				100					3	y01	"r15,qty=2"						useitem				RB-Mid			16	16																																																																															0
Add Rune - Io x2	1				100					3	y01	"r16,qty=2"						useitem				RB-Mid			32	32																																																																															0
Add Rune - Lum x2	1				100					3	y01	"r17,qty=2"						useitem				RB-Mid			64	64																																																																															0
Add Rune - Ko x2	1				100					3	y01	"r18,qty=2"						useitem				RB-Mid			128	128																																																																															0
Add Rune - Fal x2	1				100					3	y01	"r19,qty=2"						useitem				RB-Mid			256	256																																																																															0
Add Rune - Lem x2	1				100					3	y01	"r20,qty=2"						useitem				RB-Mid			512	512																																																																															0
Add Rune - Pul x2	1				100					3	y01	"r21,qty=2"						useitem				RB-Mid			1024	1024																																																																															0
Add Rune - Um x2	1				100					3	y01	"r22,qty=2"						useitem				RB-Mid			2048	2048																																																																															0
Add Rune - Mal x2	1				100					3	y01	"r23,qty=2"						useitem				RB-High			2	2																																																																															0
Add Rune - Ist x2	1				100					3	y01	"r24,qty=2"						useitem				RB-High			4	4																																																																															0
Add Rune - Gul x2	1				100					3	y01	"r25,qty=2"						useitem				RB-High			8	8																																																																															0
Add Rune - Vex x2	1				100					3	y01	"r26,qty=2"						useitem				RB-High			16	16																																																																															0
Add Rune - Ohm x2	1				100					3	y01	"r27,qty=2"						useitem				RB-High			32	32																																																																															0
Add Rune - Lo x2	1				100					3	y01	"r28,qty=2"						useitem				RB-High			64	64																																																																															0
Add Rune - Sur x2	1				100					3	y01	"r29,qty=2"						useitem				RB-High			128	128																																																																															0
Add Rune - Ber x2	1				100					3	y01	"r30,qty=2"						useitem				RB-High			256	256																																																																															0
Add Rune - Jah x2	1				100					3	y01	"r31,qty=2"						useitem				RB-High			512	512																																																																															0
Add Rune - Cham x2	1				100					3	y01	"r32,qty=2"						useitem				RB-High			1024	1024																																																																															0
Add Rune - Zod x2	1				100					3	y01	"r33,qty=2"						useitem				RB-High			2048	2048																																																																															0
Add Rune - El x3	1				100					4	y01	"r01,qty=3"						useitem				RB-Low			3	3																																																																															0
Add Rune - Eld x3	1				100					4	y01	"r02,qty=3"						useitem				RB-Low			6	6																																																																															0
Add Rune - Tir x3	1				100					4	y01	"r03,qty=3"						useitem				RB-Low			12	12																																																																															0
Add Rune - Nef x3	1				100					4	y01	"r04,qty=3"						useitem				RB-Low			24	24																																																																															0
Add Rune - Eth x3	1				100					4	y01	"r05,qty=3"						useitem				RB-Low			48	48																																																																															0
Add Rune - Ith x3	1				100					4	y01	"r06,qty=3"						useitem				RB-Low			96	96																																																																															0
Add Rune - Tal x3	1				100					4	y01	"r07,qty=3"						useitem				RB-Low			192	192																																																																															0
Add Rune - Ral x3	1				100					4	y01	"r08,qty=3"						useitem				RB-Low			384	384																																																																															0
Add Rune - Ort x3	1				100					4	y01	"r09,qty=3"						useitem				RB-Low			768	768																																																																															0
Add Rune - Thul x3	1				100					4	y01	"r10,qty=3"						useitem				RB-Low			1536	1536																																																																															0
Add Rune - Amn x3	1				100					4	y01	"r11,qty=3"						useitem				RB-Low			3072	3072																																																																															0
Add Rune - Sol x3	1				100					4	y01	"r12,qty=3"						useitem				RB-Mid			3	3																																																																															0
Add Rune - Shael x3	1				100					4	y01	"r13,qty=3"						useitem				RB-Mid			6	6																																																																															0
Add Rune - Dol x3	1				100					4	y01	"r14,qty=3"						useitem				RB-Mid			12	12																																																																															0
Add Rune - Hel x3	1				100					4	y01	"r15,qty=3"						useitem				RB-Mid			24	24																																																																															0
Add Rune - Io x3	1				100					4	y01	"r16,qty=3"						useitem				RB-Mid			48	48																																																																															0
Add Rune - Lum x3	1				100					4	y01	"r17,qty=3"						useitem				RB-Mid			96	96																																																																															0
Add Rune - Ko x3	1				100					4	y01	"r18,qty=3"						useitem				RB-Mid			192	192																																																																															0
Add Rune - Fal x3	1				100					4	y01	"r19,qty=3"						useitem				RB-Mid			384	384																																																																															0
Add Rune - Lem x3	1				100					4	y01	"r20,qty=3"						useitem				RB-Mid			768	768																																																																															0
Add Rune - Pul x3	1				100					4	y01	"r21,qty=3"						useitem				RB-Mid			1536	1536																																																																															0
Add Rune - Um x3	1				100					4	y01	"r22,qty=3"						useitem				RB-Mid			3072	3072																																																																															0
Add Rune - Mal x3	1				100					4	y01	"r23,qty=3"						useitem				RB-High			3	3																																																																															0
Add Rune - Ist x3	1				100					4	y01	"r24,qty=3"						useitem				RB-High			6	6																																																																															0
Add Rune - Gul x3	1				100					4	y01	"r25,qty=3"						useitem				RB-High			12	12																																																																															0
Add Rune - Vex x3	1				100					4	y01	"r26,qty=3"						useitem				RB-High			24	24																																																																															0
Add Rune - Ohm x3	1				100					4	y01	"r27,qty=3"						useitem				RB-High			48	48																																																																															0
Add Rune - Lo x3	1				100					4	y01	"r28,qty=3"						useitem				RB-High			96	96																																																																															0
Add Rune - Sur x3	1				100					4	y01	"r29,qty=3"						useitem				RB-High			192	192																																																																															0
Add Rune - Ber x3	1				100					4	y01	"r30,qty=3"						useitem				RB-High			384	384																																																																															0
Add Rune - Jah x3	1				100					4	y01	"r31,qty=3"						useitem				RB-High			768	768																																																																															0
Add Rune - Cham x3	1				100					4	y01	"r32,qty=3"						useitem				RB-High			1536	1536																																																																															0
Add Rune - Zod x3	1				100					4	y01	"r33,qty=3"						useitem				RB-High			3072	3072																																																																															0
Add Rune - El x4	1				100					5	y01	"r01,qty=4"						useitem				RB-Low			4	4																																																																															0
Add Rune - Eld x4	1				100					5	y01	"r02,qty=4"						useitem				RB-Low			8	8																																																																															0
Add Rune - Tir x4	1				100					5	y01	"r03,qty=4"						useitem				RB-Low			16	16																																																																															0
Add Rune - Nef x4	1				100					5	y01	"r04,qty=4"						useitem				RB-Low			32	32																																																																															0
Add Rune - Eth x4	1				100					5	y01	"r05,qty=4"						useitem				RB-Low			64	64																																																																															0
Add Rune - Ith x4	1				100					5	y01	"r06,qty=4"						useitem				RB-Low			128	128																																																																															0
Add Rune - Tal x4	1				100					5	y01	"r07,qty=4"						useitem				RB-Low			256	256																																																																															0
Add Rune - Ral x4	1				100					5	y01	"r08,qty=4"						useitem				RB-Low			512	512																																																																															0
Add Rune - Ort x4	1				100					5	y01	"r09,qty=4"						useitem				RB-Low			1024	1024																																																																															0
Add Rune - Thul x4	1				100					5	y01	"r10,qty=4"						useitem				RB-Low			2048	2048																																																																															0
Add Rune - Amn x4	1				100					5	y01	"r11,qty=4"						useitem				RB-Low			4096	4096																																																																															0
Add Rune - Sol x4	1				100					5	y01	"r12,qty=4"						useitem				RB-Mid			4	4																																																																															0
Add Rune - Shael x4	1				100					5	y01	"r13,qty=4"						useitem				RB-Mid			8	8																																																																															0
Add Rune - Dol x4	1				100					5	y01	"r14,qty=4"						useitem				RB-Mid			16	16																																																																															0
Add Rune - Hel x4	1				100					5	y01	"r15,qty=4"						useitem				RB-Mid			32	32																																																																															0
Add Rune - Io x4	1				100					5	y01	"r16,qty=4"						useitem				RB-Mid			64	64																																																																															0
Add Rune - Lum x4	1				100					5	y01	"r17,qty=4"						useitem				RB-Mid			128	128																																																																															0
Add Rune - Ko x4	1				100					5	y01	"r18,qty=4"						useitem				RB-Mid			256	256																																																																															0
Add Rune - Fal x4	1				100					5	y01	"r19,qty=4"						useitem				RB-Mid			512	512																																																																															0
Add Rune - Lem x4	1				100					5	y01	"r20,qty=4"						useitem				RB-Mid			1024	1024																																																																															0
Add Rune - Pul x4	1				100					5	y01	"r21,qty=4"						useitem				RB-Mid			2048	2048																																																																															0
Add Rune - Um x4	1				100					5	y01	"r22,qty=4"						useitem				RB-Mid			4096	4096																																																																															0
Add Rune - Mal x4	1				100					5	y01	"r23,qty=4"						useitem				RB-High			4	4																																																																															0
Add Rune - Ist x4	1				100					5	y01	"r24,qty=4"						useitem				RB-High			8	8																																																																															0
Add Rune - Gul x4	1				100					5	y01	"r25,qty=4"						useitem				RB-High			16	16																																																																															0
Add Rune - Vex x4	1				100					5	y01	"r26,qty=4"						useitem				RB-High			32	32																																																																															0
Add Rune - Ohm x4	1				100					5	y01	"r27,qty=4"						useitem				RB-High			64	64																																																																															0
Add Rune - Lo x4	1				100					5	y01	"r28,qty=4"						useitem				RB-High			128	128																																																																															0
Add Rune - Sur x4	1				100					5	y01	"r29,qty=4"						useitem				RB-High			256	256																																																																															0
Add Rune - Ber x4	1				100					5	y01	"r30,qty=4"						useitem				RB-High			512	512																																																																															0
Add Rune - Jah x4	1				100					5	y01	"r31,qty=4"						useitem				RB-High			1024	1024																																																																															0
Add Rune - Cham x4	1				100					5	y01	"r32,qty=4"						useitem				RB-High			2048	2048																																																																															0
Add Rune - Zod x4	1				100					5	y01	"r33,qty=4"						useitem				RB-High			4096	4096																																																																															0
Add Rune - El x5	1				100					6	y01	"r01,qty=5"						useitem				RB-Low			5	5																																																																															0
Add Rune - Eld x5	1				100					6	y01	"r02,qty=5"						useitem				RB-Low			10	10																																																																															0
Add Rune - Tir x5	1				100					6	y01	"r03,qty=5"						useitem				RB-Low			20	20																																																																															0
Add Rune - Nef x5	1				100					6	y01	"r04,qty=5"						useitem				RB-Low			40	40																																																																															0
Add Rune - Eth x5	1				100					6	y01	"r05,qty=5"						useitem				RB-Low			80	80																																																																															0
Add Rune - Ith x5	1				100					6	y01	"r06,qty=5"						useitem				RB-Low			160	160																																																																															0
Add Rune - Tal x5	1				100					6	y01	"r07,qty=5"						useitem				RB-Low			320	320																																																																															0
Add Rune - Ral x5	1				100					6	y01	"r08,qty=5"						useitem				RB-Low			640	640																																																																															0
Add Rune - Ort x5	1				100					6	y01	"r09,qty=5"						useitem				RB-Low			1280	1280																																																																															0
Add Rune - Thul x5	1				100					6	y01	"r10,qty=5"						useitem				RB-Low			2560	2560																																																																															0
Add Rune - Amn x5	1				100					6	y01	"r11,qty=5"						useitem				RB-Low			5120	5120																																																																															0
Add Rune - Sol x5	1				100					6	y01	"r12,qty=5"						useitem				RB-Mid			5	5																																																																															0
Add Rune - Shael x5	1				100					6	y01	"r13,qty=5"						useitem				RB-Mid			10	10																																																																															0
Add Rune - Dol x5	1				100					6	y01	"r14,qty=5"						useitem				RB-Mid			20	20																																																																															0
Add Rune - Hel x5	1				100					6	y01	"r15,qty=5"						useitem				RB-Mid			40	40																																																																															0
Add Rune - Io x5	1				100					6	y01	"r16,qty=5"						useitem				RB-Mid			80	80																																																																															0
Add Rune - Lum x5	1				100					6	y01	"r17,qty=5"						useitem				RB-Mid			160	160																																																																															0
Add Rune - Ko x5	1				100					6	y01	"r18,qty=5"						useitem				RB-Mid			320	320																																																																															0
Add Rune - Fal x5	1				100					6	y01	"r19,qty=5"						useitem				RB-Mid			640	640																																																																															0
Add Rune - Lem x5	1				100					6	y01	"r20,qty=5"						useitem				RB-Mid			1280	1280																																																																															0
Add Rune - Pul x5	1				100					6	y01	"r21,qty=5"						useitem				RB-Mid			2560	2560																																																																															0
Add Rune - Um x5	1				100					6	y01	"r22,qty=5"						useitem				RB-Mid			5120	5120																																																																															0
Add Rune - Mal x5	1				100					6	y01	"r23,qty=5"						useitem				RB-High			5	5																																																																															0
Add Rune - Ist x5	1				100					6	y01	"r24,qty=5"						useitem				RB-High			10	10																																																																															0
Add Rune - Gul x5	1				100					6	y01	"r25,qty=5"						useitem				RB-High			20	20																																																																															0
Add Rune - Vex x5	1				100					6	y01	"r26,qty=5"						useitem				RB-High			40	40																																																																															0
Add Rune - Ohm x5	1				100					6	y01	"r27,qty=5"						useitem				RB-High			80	80																																																																															0
Add Rune - Lo x5	1				100					6	y01	"r28,qty=5"						useitem				RB-High			160	160																																																																															0
Add Rune - Sur x5	1				100					6	y01	"r29,qty=5"						useitem				RB-High			320	320																																																																															0
Add Rune - Ber x5	1				100					6	y01	"r30,qty=5"						useitem				RB-High			640	640																																																																															0
Add Rune - Jah x5	1				100					6	y01	"r31,qty=5"						useitem				RB-High			1280	1280																																																																															0
Add Rune - Cham x5	1				100					6	y01	"r32,qty=5"						useitem				RB-High			2560	2560																																																																															0
Add Rune - Zod x5	1				100					6	y01	"r33,qty=5"						useitem				RB-High			5120	5120																																																																															0
Add Rune - El x6	1				100					7	y01	"r01,qty=6"						useitem				RB-Low			6	6																																																																															0
Add Rune - Eld x6	1				100					7	y01	"r02,qty=6"						useitem				RB-Low			12	12																																																																															0
Add Rune - Tir x6	1				100					7	y01	"r03,qty=6"						useitem				RB-Low			24	24																																																																															0
Add Rune - Nef x6	1				100					7	y01	"r04,qty=6"						useitem				RB-Low			48	48																																																																															0
Add Rune - Eth x6	1				100					7	y01	"r05,qty=6"						useitem				RB-Low			96	96																																																																															0
Add Rune - Ith x6	1				100					7	y01	"r06,qty=6"						useitem				RB-Low			192	192																																																																															0
Add Rune - Tal x6	1				100					7	y01	"r07,qty=6"						useitem				RB-Low			384	384																																																																															0
Add Rune - Ral x6	1				100					7	y01	"r08,qty=6"						useitem				RB-Low			768	768																																																																															0
Add Rune - Ort x6	1				100					7	y01	"r09,qty=6"						useitem				RB-Low			1536	1536																																																																															0
Add Rune - Thul x6	1				100					7	y01	"r10,qty=6"						useitem				RB-Low			3072	3072																																																																															0
Add Rune - Amn x6	1				100					7	y01	"r11,qty=6"						useitem				RB-Low			6144	6144																																																																															0
Add Rune - Sol x6	1				100					7	y01	"r12,qty=6"						useitem				RB-Mid			6	6																																																																															0
Add Rune - Shael x6	1				100					7	y01	"r13,qty=6"						useitem				RB-Mid			12	12																																																																															0
Add Rune - Dol x6	1				100					7	y01	"r14,qty=6"						useitem				RB-Mid			24	24																																																																															0
Add Rune - Hel x6	1				100					7	y01	"r15,qty=6"						useitem				RB-Mid			48	48																																																																															0
Add Rune - Io x6	1				100					7	y01	"r16,qty=6"						useitem				RB-Mid			96	96																																																																															0
Add Rune - Lum x6	1				100					7	y01	"r17,qty=6"						useitem				RB-Mid			192	192																																																																															0
Add Rune - Ko x6	1				100					7	y01	"r18,qty=6"						useitem				RB-Mid			384	384																																																																															0
Add Rune - Fal x6	1				100					7	y01	"r19,qty=6"						useitem				RB-Mid			768	768																																																																															0
Add Rune - Lem x6	1				100					7	y01	"r20,qty=6"						useitem				RB-Mid			1536	1536																																																																															0
Add Rune - Pul x6	1				100					7	y01	"r21,qty=6"						useitem				RB-Mid			3072	3072																																																																															0
Add Rune - Um x6	1				100					7	y01	"r22,qty=6"						useitem				RB-Mid			6144	6144																																																																															0
Add Rune - Mal x6	1				100					7	y01	"r23,qty=6"						useitem				RB-High			6	6																																																																															0
Add Rune - Ist x6	1				100					7	y01	"r24,qty=6"						useitem				RB-High			12	12																																																																															0
Add Rune - Gul x6	1				100					7	y01	"r25,qty=6"						useitem				RB-High			24	24																																																																															0
Add Rune - Vex x6	1				100					7	y01	"r26,qty=6"						useitem				RB-High			48	48																																																																															0
Add Rune - Ohm x6	1				100					7	y01	"r27,qty=6"						useitem				RB-High			96	96																																																																															0
Add Rune - Lo x6	1				100					7	y01	"r28,qty=6"						useitem				RB-High			192	192																																																																															0
Add Rune - Sur x6	1				100					7	y01	"r29,qty=6"						useitem				RB-High			384	384																																																																															0
Add Rune - Ber x6	1				100					7	y01	"r30,qty=6"						useitem				RB-High			768	768																																																																															0
Add Rune - Jah x6	1				100					7	y01	"r31,qty=6"						useitem				RB-High			1536	1536																																																																															0
Add Rune - Cham x6	1				100					7	y01	"r32,qty=6"						useitem				RB-High			3072	3072																																																																															0
Add Rune - Zod x6	1				100					7	y01	"r33,qty=6"						useitem				RB-High			6144	6144																																																																															0
Add Rune - El x7	1				100					8	y01	"r01,qty=7"						useitem				RB-Low			7	7																																																																															0
Add Rune - Eld x7	1				100					8	y01	"r02,qty=7"						useitem				RB-Low			14	14																																																																															0
Add Rune - Tir x7	1				100					8	y01	"r03,qty=7"						useitem				RB-Low			28	28																																																																															0
Add Rune - Nef x7	1				100					8	y01	"r04,qty=7"						useitem				RB-Low			56	56																																																																															0
Add Rune - Eth x7	1				100					8	y01	"r05,qty=7"						useitem				RB-Low			112	112																																																																															0
Add Rune - Ith x7	1				100					8	y01	"r06,qty=7"						useitem				RB-Low			224	224																																																																															0
Add Rune - Tal x7	1				100					8	y01	"r07,qty=7"						useitem				RB-Low			448	448																																																																															0
Add Rune - Ral x7	1				100					8	y01	"r08,qty=7"						useitem				RB-Low			896	896																																																																															0
Add Rune - Ort x7	1				100					8	y01	"r09,qty=7"						useitem				RB-Low			1792	1792																																																																															0
Add Rune - Thul x7	1				100					8	y01	"r10,qty=7"						useitem				RB-Low			3584	3584																																																																															0
Add Rune - Amn x7	1				100					8	y01	"r11,qty=7"						useitem				RB-Low			7168	7168																																																																															0
Add Rune - Sol x7	1				100					8	y01	"r12,qty=7"						useitem				RB-Mid			7	7																																																																															0
Add Rune - Shael x7	1				100					8	y01	"r13,qty=7"						useitem				RB-Mid			14	14																																																																															0
Add Rune - Dol x7	1				100					8	y01	"r14,qty=7"						useitem				RB-Mid			28	28																																																																															0
Add Rune - Hel x7	1				100					8	y01	"r15,qty=7"						useitem				RB-Mid			56	56																																																																															0
Add Rune - Io x7	1				100					8	y01	"r16,qty=7"						useitem				RB-Mid			112	112																																																																															0
Add Rune - Lum x7	1				100					8	y01	"r17,qty=7"						useitem				RB-Mid			224	224																																																																															0
Add Rune - Ko x7	1				100					8	y01	"r18,qty=7"						useitem				RB-Mid			448	448																																																																															0
Add Rune - Fal x7	1				100					8	y01	"r19,qty=7"						useitem				RB-Mid			896	896																																																																															0
Add Rune - Lem x7	1				100					8	y01	"r20,qty=7"						useitem				RB-Mid			1792	1792																																																																															0
Add Rune - Pul x7	1				100					8	y01	"r21,qty=7"						useitem				RB-Mid			3584	3584																																																																															0
Add Rune - Um x7	1				100					8	y01	"r22,qty=7"						useitem				RB-Mid			7168	7168																																																																															0
Add Rune - Mal x7	1				100					8	y01	"r23,qty=7"						useitem				RB-High			7	7																																																																															0
Add Rune - Ist x7	1				100					8	y01	"r24,qty=7"						useitem				RB-High			14	14																																																																															0
Add Rune - Gul x7	1				100					8	y01	"r25,qty=7"						useitem				RB-High			28	28																																																																															0
Add Rune - Vex x7	1				100					8	y01	"r26,qty=7"						useitem				RB-High			56	56																																																																															0
Add Rune - Ohm x7	1				100					8	y01	"r27,qty=7"						useitem				RB-High			112	112																																																																															0
Add Rune - Lo x7	1				100					8	y01	"r28,qty=7"						useitem				RB-High			224	224																																																																															0
Add Rune - Sur x7	1				100					8	y01	"r29,qty=7"						useitem				RB-High			448	448																																																																															0
Add Rune - Ber x7	1				100					8	y01	"r30,qty=7"						useitem				RB-High			896	896																																																																															0
Add Rune - Jah x7	1				100					8	y01	"r31,qty=7"						useitem				RB-High			1792	1792																																																																															0
Add Rune - Cham x7	1				100					8	y01	"r32,qty=7"						useitem				RB-High			3584	3584																																																																															0
Add Rune - Zod x7	1				100					8	y01	"r33,qty=7"						useitem				RB-High			7168	7168																																																																															0
Add Rune - El x8	1				100					9	y01	"r01,qty=8"						useitem				RB-Low			8	8																																																																															0
Add Rune - Eld x8	1				100					9	y01	"r02,qty=8"						useitem				RB-Low			16	16																																																																															0
Add Rune - Tir x8	1				100					9	y01	"r03,qty=8"						useitem				RB-Low			32	32																																																																															0
Add Rune - Nef x8	1				100					9	y01	"r04,qty=8"						useitem				RB-Low			64	64																																																																															0
Add Rune - Eth x8	1				100					9	y01	"r05,qty=8"						useitem				RB-Low			128	128																																																																															0
Add Rune - Ith x8	1				100					9	y01	"r06,qty=8"						useitem				RB-Low			256	256																																																																															0
Add Rune - Tal x8	1				100					9	y01	"r07,qty=8"						useitem				RB-Low			512	512																																																																															0
Add Rune - Ral x8	1				100					9	y01	"r08,qty=8"						useitem				RB-Low			1024	1024																																																																															0
Add Rune - Ort x8	1				100					9	y01	"r09,qty=8"						useitem				RB-Low			2048	2048																																																																															0
Add Rune - Thul x8	1				100					9	y01	"r10,qty=8"						useitem				RB-Low			4096	4096																																																																															0
Add Rune - Amn x8	1				100					9	y01	"r11,qty=8"						useitem				RB-Low			8192	8192																																																																															0
Add Rune - Sol x8	1				100					9	y01	"r12,qty=8"						useitem				RB-Mid			8	8																																																																															0
Add Rune - Shael x8	1				100					9	y01	"r13,qty=8"						useitem				RB-Mid			16	16																																																																															0
Add Rune - Dol x8	1				100					9	y01	"r14,qty=8"						useitem				RB-Mid			32	32																																																																															0
Add Rune - Hel x8	1				100					9	y01	"r15,qty=8"						useitem				RB-Mid			64	64																																																																															0
Add Rune - Io x8	1				100					9	y01	"r16,qty=8"						useitem				RB-Mid			128	128																																																																															0
Add Rune - Lum x8	1				100					9	y01	"r17,qty=8"						useitem				RB-Mid			256	256																																																																															0
Add Rune - Ko x8	1				100					9	y01	"r18,qty=8"						useitem				RB-Mid			512	512																																																																															0
Add Rune - Fal x8	1				100					9	y01	"r19,qty=8"						useitem				RB-Mid			1024	1024																																																																															0
Add Rune - Lem x8	1				100					9	y01	"r20,qty=8"						useitem				RB-Mid			2048	2048																																																																															0
Add Rune - Pul x8	1				100					9	y01	"r21,qty=8"						useitem				RB-Mid			4096	4096																																																																															0
Add Rune - Um x8	1				100					9	y01	"r22,qty=8"						useitem				RB-Mid			8192	8192																																																																															0
Add Rune - Mal x8	1				100					9	y01	"r23,qty=8"						useitem				RB-High			8	8																																																																															0
Add Rune - Ist x8	1				100					9	y01	"r24,qty=8"						useitem				RB-High			16	16																																																																															0
Add Rune - Gul x8	1				100					9	y01	"r25,qty=8"						useitem				RB-High			32	32																																																																															0
Add Rune - Vex x8	1				100					9	y01	"r26,qty=8"						useitem				RB-High			64	64																																																																															0
Add Rune - Ohm x8	1				100					9	y01	"r27,qty=8"						useitem				RB-High			128	128																																																																															0
Add Rune - Lo x8	1				100					9	y01	"r28,qty=8"						useitem				RB-High			256	256																																																																															0
Add Rune - Sur x8	1				100					9	y01	"r29,qty=8"						useitem				RB-High			512	512																																																																															0
Add Rune - Ber x8	1				100					9	y01	"r30,qty=8"						useitem				RB-High			1024	1024																																																																															0
Add Rune - Jah x8	1				100					9	y01	"r31,qty=8"						useitem				RB-High			2048	2048																																																																															0
Add Rune - Cham x8	1				100					9	y01	"r32,qty=8"						useitem				RB-High			4096	4096																																																																															0
Add Rune - Zod x8	1				100					9	y01	"r33,qty=8"						useitem				RB-High			8192	8192																																																																															0
Add Rune - El x9	1				100					10	y01	"r01,qty=9"						useitem				RB-Low			9	9																																																																															0
Add Rune - Eld x9	1				100					10	y01	"r02,qty=9"						useitem				RB-Low			18	18																																																																															0
Add Rune - Tir x9	1				100					10	y01	"r03,qty=9"						useitem				RB-Low			36	36																																																																															0
Add Rune - Nef x9	1				100					10	y01	"r04,qty=9"						useitem				RB-Low			72	72																																																																															0
Add Rune - Eth x9	1				100					10	y01	"r05,qty=9"						useitem				RB-Low			144	144																																																																															0
Add Rune - Ith x9	1				100					10	y01	"r06,qty=9"						useitem				RB-Low			288	288																																																																															0
Add Rune - Tal x9	1				100					10	y01	"r07,qty=9"						useitem				RB-Low			576	576																																																																															0
Add Rune - Ral x9	1				100					10	y01	"r08,qty=9"						useitem				RB-Low			1152	1152																																																																															0
Add Rune - Ort x9	1				100					10	y01	"r09,qty=9"						useitem				RB-Low			2304	2304																																																																															0
Add Rune - Thul x9	1				100					10	y01	"r10,qty=9"						useitem				RB-Low			4608	4608																																																																															0
Add Rune - Amn x9	1				100					10	y01	"r11,qty=9"						useitem				RB-Low			9216	9216																																																																															0
Add Rune - Sol x9	1				100					10	y01	"r12,qty=9"						useitem				RB-Mid			9	9																																																																															0
Add Rune - Shael x9	1				100					10	y01	"r13,qty=9"						useitem				RB-Mid			18	18																																																																															0
Add Rune - Dol x9	1				100					10	y01	"r14,qty=9"						useitem				RB-Mid			36	36																																																																															0
Add Rune - Hel x9	1				100					10	y01	"r15,qty=9"						useitem				RB-Mid			72	72																																																																															0
Add Rune - Io x9	1				100					10	y01	"r16,qty=9"						useitem				RB-Mid			144	144																																																																															0
Add Rune - Lum x9	1				100					10	y01	"r17,qty=9"						useitem				RB-Mid			288	288																																																																															0
Add Rune - Ko x9	1				100					10	y01	"r18,qty=9"						useitem				RB-Mid			576	576																																																																															0
Add Rune - Fal x9	1				100					10	y01	"r19,qty=9"						useitem				RB-Mid			1152	1152																																																																															0
Add Rune - Lem x9	1				100					10	y01	"r20,qty=9"						useitem				RB-Mid			2304	2304																																																																															0
Add Rune - Pul x9	1				100					10	y01	"r21,qty=9"						useitem				RB-Mid			4608	4608																																																																															0
